def_name,def_pos,off_name,off_pos,route,ipa,comp_prob,result,epa
M.J. Stewart,CB,Kamar Aiken,WR,HITCH,-1.27066969871521,0.893723726272583,C,0.811831036589461
Ronald Darby,CB,Mike Evans,WR,OUT,30.09447455406189,0.5885775685310364,C,0.35277288589159006
Ronald Darby,CB,Chris Godwin,WR,GO,3.259381651878357,0.07442978024482727,I,0.92595110989014
Rodney McLeod,FS,Jacquizz Rodgers,RB,FLAT,-0.9372591972351074,0.9190657138824463,C,1.26836382019058
Lavonte David,OLB,Corey Clement,RB,SCREEN,-0.2917349338531494,0.9228781461715698,C,-1.5322847958733299
Ryan Smith,CB,Nelson Agholor,WR,POST,55.33038377761841,0.11558634042739868,I,0.531324317950811
M.J. Stewart,CB,Nelson Agholor,WR,CROSS,0.12500286102294922,0.916138768196106,C,-3.5448122313168198
Ryan Smith,CB,Zach Ertz,TE,POST,36.07925772666931,0.16381269693374634,I,0.370356430809414
Ryan Smith,CB,Zach Ertz,TE,HITCH,17.926907539367676,0.7312420010566711,C,0.0109719641180863
Ronald Darby,CB,Mike Evans,WR,HITCH,26.918041706085205,0.4743531346321106,C,-0.0109074134897993
Ronald Darby,CB,Chris Godwin,WR,HITCH,15.329623222351074,0.7434762716293335,C,-1.9522651953732901
Sidney Jones,CB,Adam Humphries,WR,SCREEN,0.28101205825805664,0.9717581272125244,C,-1.0363748047827401
Ronald Darby,CB,Mike Evans,WR,OUT,-0.1928567886352539,0.8543809652328491,C,4.8161491861575705
Lavonte David,OLB,Zach Ertz,TE,OUT,-7.972627878189087,0.9065819382667542,C,-0.657811031279821
Justin Evans,SS,Nelson Agholor,WR,CROSS,2.1925389766693115,0.8922876715660095,C,0.14422545362886902
M.J. Stewart,CB,Nelson Agholor,WR,SCREEN,0.09025931358337402,0.9844602942466736,C,0.39498832556249996
Lavonte David,OLB,Zach Ertz,TE,FLAT,30.656278133392334,0.6157238483428955,I,0.592717805484424
Jordan Whitehead,DB,Nelson Agholor,WR,IN,-8.080985397100449,0.12283388525247574,I,1.2864354119926
Justin Evans,SS,Kamar Aiken,WR,POST,1.3275131583213806,0.15798795223236084,I,3.19357002186387
Jalen Mills,CB,Chris Godwin,WR,SLANT,38.52457404136658,0.5066426396369934,C,0.415799697348633
Ronald Darby,CB,Jacquizz Rodgers,RB,FLAT,0.4080653190612793,0.9393900036811829,C,1.4175796812740502
Carlton Davis,CB,Zach Ertz,TE,,49.8509556055069,0.3585546910762787,I,-0.6471337760756949
Marcus Williams,CB,Kamar Aiken,WR,POST,32.0659875869751,0.520085871219635,C,-1.04758245608329
Jordan Whitehead,DB,Josh Perkins,TE,HITCH,28.246402740478516,0.39146995544433594,C,-1.75847820831433
Lavonte David,OLB,Jay Ajayi,RB,FLAT,-2.3051083087921143,0.9238337278366089,C,-0.0793649189198922
M.J. Stewart,CB,Josh Perkins,TE,CROSS,0.6792783737182617,0.8131242990493774,C,-0.740192016731757
M.J. Stewart,CB,Nelson Agholor,WR,CORNER,11.18592619895935,0.5736466646194458,C,-2.6901840865156204
Jalen Mills,CB,DeSean Jackson,WR,OUT,8.114272356033325,0.5887290835380554,C,-1.31106322260714
Jalen Mills,CB,Mike Evans,WR,POST,14.639204740524292,0.7113205790519714,C,-1.24636580938755
Lavonte David,OLB,Josh Perkins,TE,HITCH,-2.7482688426971436,0.8946470618247986,C,-0.264324079580016
Kwon Alexander,MLB,Zach Ertz,TE,HITCH,-12.285524606704712,0.9371867775917053,C,0.596220839796718
Malcolm Butler,CB,Will Fuller,WR,HITCH,-0.8785426616668701,0.9360182881355286,C,-1.1079300395962899
Malcolm Butler,CB,DeAndre Hopkins,WR,SLANT,59.987495839595795,0.21953405439853668,I,0.537248097207839
Kareem Jackson,CB,Tajae Sharpe,WR,POST,21.57818078994751,0.2870107889175415,I,1.7088296552098399
Natrell Jamerson,DB,Dane Cruikshank,DB,,-18.474824726581573,0.401478111743927,C,-8.3970426587542
Adoree' Jackson,CB,DeAndre Hopkins,WR,,16.70156642794609,0.11732611805200577,I,-2.2895083035263704
Harold Landry,OLB,Lamar Miller,RB,SCREEN,3.768157958984375,0.90756756067276,C,1.0274101747195
Whitney Mercilus,OLB,Taywan Taylor,WR,CROSS,1.345992088317871,0.9234031438827515,C,-0.106585313864478
Kareem Jackson,CB,Corey Davis,WR,OUT,-0.9927690029144287,0.9247143268585205,C,-1.17136519652564
Johnathan Joseph,CB,Taywan Taylor,WR,SCREEN,0.43062567710876465,0.9814305901527405,C,-2.37909456381691
Wesley Woodyard,ILB,Ryan Griffin,TE,OUT,-1.9598424434661865,0.9459130764007568,C,-1.7539887151373799
Logan Ryan,CB,Bruce Ellington,WR,OUT,-3.602111339569092,0.8071771860122681,C,-0.34044197401411896
Adoree' Jackson,CB,Will Fuller,WR,HITCH,1.4429211616516113,0.9021135568618774,C,-1.7130055924688998
Adoree' Jackson,CB,DeAndre Hopkins,WR,POST,23.746255040168762,0.22275206446647644,IN,3.7714436835602005
Kareem Jackson,CB,Corey Davis,WR,OUT,27.559643983840942,0.3674839735031128,C,-0.16223095906356602
Kareem Jackson,CB,Corey Davis,WR,CORNER,-7.8751713037490845,0.1515427827835083,I,0.49266927048976705
Aaron Colvin,CB,Rishard Matthews,WR,OUT,32.1302056312561,0.5863471031188965,C,1.35218971417284
Adoree' Jackson,CB,Will Fuller,WR,HITCH,26.637542247772217,0.648379385471344,C,0.257618349020527
Logan Ryan,CB,Jordan Thomas,TE,CORNER,-1.1149484664201736,0.05812980607151985,I,1.44978443412402
Aaron Colvin,CB,Taywan Taylor,WR,SLANT,-3.3163368701934814,0.9627776741981506,C,1.1039479625993702
Kareem Jackson,CB,Taywan Taylor,WR,HITCH,12.234735488891602,0.7968461513519287,I,0.7149744687001891
Justin Reid,DB,Blaine Gabbert,QB,,-7.445842027664185,0.13932278752326965,I,1.9857625368376899
Adoree' Jackson,CB,Bruce Ellington,WR,,4.981184005737305,0.888429582118988,C,-0.214893636768342
Jayon Brown,ILB,Jordan Akins,TE,CROSS,-0.25916099548339844,0.9517432451248169,C,0.062191036714567
Kenny Vaccaro,SS,Bruce Ellington,WR,OUT,-0.30378103256225586,0.8760747909545898,C,0.304778644049464
Kenny Vaccaro,SS,DeAndre Hopkins,WR,IN,-0.07842779159545898,0.8926370739936829,C,-1.75817491684241
Malcolm Butler,CB,DeAndre Hopkins,WR,IN,32.057181000709534,0.3993692696094513,I,0.361669023622423
Kenny Vaccaro,SS,DeAndre Hopkins,WR,HITCH,-5.1306068897247314,0.9234724640846252,C,-4.2149496021657695
Kareem Jackson,CB,Corey Davis,WR,GO,1.1298108845949173,0.0553755946457386,I,1.68528003340812
Malcolm Butler,CB,Will Fuller,WR,OUT,-8.299535512924194,0.6874498128890991,C,-2.55440771284432
Adoree' Jackson,CB,Will Fuller,WR,HITCH,-0.6533980369567871,0.7767888903617859,C,-1.48702695067254
Jayon Brown,ILB,Jordan Thomas,TE,FLAT,13.575571775436401,0.7820999622344971,I,0.505382060189395
Malcolm Butler,CB,Will Fuller,WR,IN,14.175015687942505,0.7001545429229736,C,-2.2938998640949304
Adoree' Jackson,CB,DeAndre Hopkins,WR,GO,0.45679956674575806,0.04480021074414253,I,1.4745108295713898
Zach Cunningham,ILB,Luke Stocker,TE,OUT,2.960413694381714,0.8660120368003845,C,0.36144342028147
Aaron Colvin,CB,Rishard Matthews,WR,SCREEN,0.029855966567993164,0.9254416823387146,I,1.26219002145819
Adoree' Jackson,CB,DeAndre Hopkins,WR,SLANT,45.32187879085541,0.31112638115882874,C,-0.0835558531654161
Brian Orakpo,OLB,Jordan Thomas,TE,FLAT,-18.190044164657593,0.5658212304115295,I,0.375960908902978
Benardrick McKinney,ILB,Dion Lewis,RB,SCREEN,-1.278620958328247,0.9452089071273804,C,0.482678925071461
Kareem Jackson,CB,Rishard Matthews,WR,SCREEN,0.013774633407592773,0.9581279158592224,C,1.06474901645235
Logan Ryan,CB,Jordan Akins,TE,OUT,-0.07944107055664062,0.9376674890518188,C,-0.8104356234227671
Malcolm Butler,CB,Will Fuller,WR,GO,7.926318049430847,0.21991485357284546,C,-3.94299048079894
Dylan Cole,ILB,Luke Stocker,TE,CROSS,2.407640218734741,0.8351894617080688,C,-1.68184125147275
Johnathan Joseph,CB,Tajae Sharpe,WR,IN,41.30145609378815,0.1276986300945282,C,-1.8631540040378898
Johnathan Joseph,CB,Rishard Matthews,WR,FLAT,6.695538759231567,0.8816946744918823,I,0.25228195398071396
Whitney Mercilus,OLB,Corey Davis,WR,SCREEN,-0.4658937454223633,0.9716646075248718,C,0.645839365949139
Logan Ryan,CB,Bruce Ellington,WR,OUT,-2.460688352584839,0.9163781404495239,C,-1.3906830248055602
Kevin Byard,FS,Will Fuller,WR,SCREEN,-0.02663135528564453,0.9753550887107849,C,0.271486379102071
Malcolm Butler,CB,DeAndre Hopkins,WR,SCREEN,0.11039972305297852,0.9657059907913208,C,0.563541233926082
Malcolm Butler,CB,Will Fuller,WR,GO,0.10531889274716377,0.009841232560575008,I,1.38734053407855
Kareem Jackson,CB,Corey Davis,WR,CROSS,0.5904138088226318,0.878839910030365,C,-1.21513134046954
Zach Cunningham,ILB,Corey Davis,WR,SCREEN,0.006949901580810547,0.9857741594314575,C,-1.18644875966924
Malcolm Butler,CB,DeAndre Hopkins,WR,OUT,34.46345999836922,0.11978866904973984,I,0.18258806700706895
Brian Orakpo,OLB,Lamar Miller,RB,OUT,-15.18479585647583,0.9634122848510742,C,0.233037398623881
Malcolm Butler,CB,DeAndre Hopkins,WR,POST,-20.694321393966675,0.8935587406158447,C,-0.7822286938494789
Malcolm Butler,CB,DeAndre Hopkins,WR,CORNER,4.458734393119812,0.4872235357761383,C,1.28392045557703
Mason Foster,ILB,Marlon Mack,RB,FLAT,-7.514864206314087,0.9064822196960449,C,0.40042594371246293
Josh Norman,CB,T.Y. Hilton,WR,CROSS,13.422083854675293,0.6840102076530457,C,-2.46771305096462
Pernell McPhee,OLB,Marlon Mack,RB,FLAT,-0.20747780799865723,0.9790630340576172,I,0.329041687029962
Montae Nicholson,FS,Eric Ebron,TE,CROSS,19.45391297340393,0.45039111375808716,C,-1.56809696382666
Montae Nicholson,FS,Eric Ebron,TE,GO,19.5163756608963,0.24293112754821777,C,-2.13696792239924
Darius Leonard,LB,Adrian Peterson,RB,FLAT,-0.9229719638824463,0.8793964982032776,C,0.0478744753171103
Darius Leonard,LB,Paul Richardson,WR,CROSS,2.450680732727051,0.799813449382782,C,1.57644962630242
Fabian Moreau,CB,T.Y. Hilton,WR,IN,41.404736042022705,0.30838537216186523,I,1.3897308589307702
Kenny Moore,CB,Adrian Peterson,RB,FLAT,-5.118072032928467,0.7271028757095337,C,0.33134325219207
Clayton Geathers,FS,Josh Doctson,WR,CORNER,4.8203036189079285,0.20782752335071564,I,0.492854159179654
Quinton Dunbar,CB,Jack Doyle,TE,HITCH,50.27053952217102,0.26559245586395264,I,0.44443613526788706
Josh Norman,CB,Jordan Wilkins,RB,FLAT,0.2503395080566406,0.9652178287506104,C,0.637757292779199
Preston Smith,OLB,T.Y. Hilton,WR,SCREEN,-0.11276602745056152,0.9513457417488098,C,-3.4352883164937995
Josh Norman,CB,T.Y. Hilton,WR,OUT,-10.060879588127136,0.5397018790245056,C,-2.0827761887733103
D.J. Swearinger,FS,Jack Doyle,TE,OUT,52.31510400772095,0.3859366774559021,IN,4.57957961081874
Darius Leonard,LB,Adrian Peterson,RB,SCREEN,1.9723474979400635,0.929355263710022,C,-1.31712530296794
Clayton Geathers,FS,Alex Smith,QB,,37.60387469083071,0.01874689571559429,I,1.17540129399607
Mason Foster,ILB,Eric Ebron,TE,CROSS,-2.1364033222198486,0.8954947590827942,C,0.0907938019672179
Zach Brown,ILB,T.Y. Hilton,WR,CROSS,22.7499783039093,0.5707113146781921,C,-0.745171021643125
Fabian Moreau,CB,T.Y. Hilton,WR,,35.7595831155777,0.31585124135017395,I,-2.5964351863553596
D.J. Swearinger,FS,Chester Rogers,WR,HITCH,1.727151870727539,0.7879352569580078,C,-0.146562647256897
Darius Leonard,LB,Jordan Reed,TE,HITCH,-4.197806119918823,0.7994855642318726,C,0.536536421747542
Darius Leonard,LB,Paul Richardson,WR,POST,-32.452911138534546,0.7523999214172363,I,1.4848916716253102
Preston Smith,OLB,Ryan Hewitt,TE,IN,6.343704462051392,0.648166298866272,I,0.45641252470539706
Fabian Moreau,CB,T.Y. Hilton,WR,SLANT,-6.649649143218994,0.7250943779945374,C,0.777127288214573
Darius Leonard,LB,Chris Thompson,RB,ANGLE,0.9572327136993408,0.8662257194519043,C,-0.714377196107396
Pierre Desir,CB,Paul Richardson,WR,POST,25.093387067317963,0.12949912250041962,I,0.5130841722734939
Kenny Moore,CB,Jamison Crowder,WR,SCREEN,9.943467378616333,0.870303213596344,C,0.907372608325222
Mason Foster,ILB,Jack Doyle,TE,CORNER,-9.69550907611847,0.35560137033462524,I,0.25312063662052897
Mason Foster,ILB,Jack Doyle,TE,CROSS,25.945213437080383,0.48851844668388367,C,0.484020262192143
Darius Leonard,LB,Chris Thompson,RB,ANGLE,-1.0171949863433838,0.8948560357093811,C,-0.11127086037890499
Pierre Desir,CB,Jamison Crowder,WR,OUT,16.303667426109314,0.04577800631523132,I,0.279088276972644
Kenny Moore,CB,Paul Richardson,WR,GO,-3.4358829259872437,0.36879128217697144,C,-1.4129447243431699
Clayton Geathers,FS,Chris Thompson,RB,ANGLE,-4.180210828781128,0.9431626200675964,C,-0.551157266122261
Kenny Moore,CB,Jordan Reed,TE,SCREEN,-0.0184476375579834,0.9540108442306519,C,0.157388533554556
Pierre Desir,CB,Josh Doctson,WR,HITCH,31.99772834777832,0.45778918266296387,C,-2.79308343572876
Nate Hairston,CB,Paul Richardson,WR,CORNER,-53.667691349983215,0.8469657301902771,C,-1.83002565525754
Kenny Moore,CB,Jamison Crowder,WR,GO,3.7584692239761353,0.35376304388046265,I,0.8990285490340191
Pierre Desir,CB,Jehu Chesson,WR,HITCH,32.8387126326561,0.16197584569454193,I,1.78682972166088
Mason Foster,ILB,Nyheim Hines,RB,SCREEN,14.159351587295532,0.7388753294944763,C,0.7502588866601708
D.J. Swearinger,FS,T.Y. Hilton,WR,IN,43.816936016082764,0.21946334838867188,IN,3.2282057891694396
Pierre Desir,CB,Chris Thompson,RB,SCREEN,-4.250162839889526,0.887874186038971,C,0.253360935264
Pierre Desir,CB,Jordan Reed,TE,OUT,-3.8503706455230713,0.8724704384803772,C,-1.4235493914885
Darius Leonard,LB,Chris Thompson,RB,FLAT,-1.1195600032806396,0.8749424815177917,C,-0.0252992506838723
Pierre Desir,CB,Josh Doctson,WR,GO,15.202510356903076,0.4330716133117676,I,0.925899820284158
Montae Nicholson,FS,Eric Ebron,TE,CROSS,39.590051770210266,0.37296536564826965,I,0.554076223272984
Fabian Moreau,CB,Zach Pascal,WR,POST,-0.4499511793255806,0.011308939196169376,I,1.6709704529467602
Clayton Geathers,FS,Josh Doctson,WR,HITCH,-2.1142899990081787,0.9089940786361694,C,-0.9642701564513131
Anthony Walker,ILB,Jordan Reed,TE,POST,29.634392261505127,0.5058320760726929,C,-1.6282074121644399
Nate Hairston,CB,Paul Richardson,WR,OUT,-12.136709690093994,0.8869084715843201,C,-0.800358713132461
Darius Leonard,LB,Chris Thompson,RB,SCREEN,-1.4498412609100342,0.9785168766975403,C,1.36864729158199
Quinton Dunbar,CB,Chester Rogers,WR,OUT,10.22416353225708,0.7134048938751221,C,-1.71466556777093
D.J. Swearinger,FS,Jack Doyle,TE,CROSS,57.25688487291336,0.2494777888059616,I,0.49221831911059605
Ryan Kerrigan,OLB,Ryan Grant,WR,SLANT,-15.031373500823975,0.9017062783241272,C,0.24479590481570102
Quinton Dunbar,CB,Ryan Grant,WR,CROSS,6.177377700805664,0.6371265053749084,C,-1.1724921639683998
Quinton Dunbar,CB,T.Y. Hilton,WR,SLANT,-10.071837902069092,0.8835567831993103,C,-0.306827608870067
D.J. Swearinger,FS,Jack Doyle,TE,FLAT,26.65819525718689,0.6921126246452332,C,-1.46487717716304
Josh Norman,CB,Jordan Wilkins,RB,FLAT,0.007784366607666016,0.9225858449935913,C,-0.0793779952838536
Josh Norman,CB,T.Y. Hilton,WR,CROSS,1.7003178596496582,0.8559030890464783,C,-1.77766170102251
Darius Leonard,LB,Chris Thompson,RB,ANGLE,-1.1386632919311523,0.8751242756843567,C,-0.592152365277093
Darius Leonard,LB,Josh Doctson,WR,SLANT,-17.1270489692688,0.9090971946716309,C,-0.58086057398726
Clayton Geathers,FS,Jordan Reed,TE,OUT,0.2712249755859375,0.7940286993980408,I,0.438336066021064
Darius Leonard,LB,Jamison Crowder,WR,HITCH,-2.578914165496826,0.9361042380332947,C,0.23233602479834803
Kenny Moore,CB,Josh Doctson,WR,IN,-1.7537415027618408,0.7562506794929504,C,-1.53755623038745
Darius Leonard,LB,Chris Thompson,RB,ANGLE,0.769573450088501,0.89653480052948,C,0.0257313670142683
Darius Leonard,LB,Vernon Davis,TE,HITCH,-0.41332244873046875,0.9144527316093445,C,-0.68304242996985
Darius Leonard,LB,Jordan Reed,TE,HITCH,-15.711730718612671,0.8962051272392273,C,4.78287728242066
Mason Foster,ILB,Chester Rogers,WR,SCREEN,0.29848217964172363,0.9774935245513916,C,1.09578570920855
Darius Leonard,LB,Chris Thompson,RB,ANGLE,-3.10823917388916,0.8653469085693359,C,-0.7185967569170709
Darius Leonard,LB,Jordan Reed,TE,HITCH,32.993993163108826,0.4413166344165802,I,0.357162570612209
Clayton Geathers,FS,Chris Thompson,RB,ANGLE,3.564918041229248,0.8427212238311768,C,0.40725178096688897
Nate Hairston,CB,Jordan Reed,TE,OUT,-1.6768813133239746,0.854143500328064,C,0.0628041586222556
Clayton Geathers,FS,Chris Thompson,RB,OUT,-8.646512031555176,0.9323797225952148,C,-0.44105813805630895
Clayton Geathers,FS,Chris Thompson,RB,OUT,1.7122447490692139,0.8308187127113342,C,0.00345949242951615
Darius Leonard,LB,Chris Thompson,RB,SLANT,-9.97387170791626,0.907940149307251,C,-0.0395877060732972
Darius Leonard,LB,Chris Thompson,RB,ANGLE,49.085092544555664,0.35326188802719116,I,2.50889630892943
Bene' Benwikere,CB,Todd Gurley,RB,FLAT,-0.2076566219329834,0.9365970492362976,C,0.460969053226858
Patrick Peterson,CB,Robert Woods,WR,OUT,12.825173139572144,0.7340915203094482,C,-1.97893865947359
Budda Baker,FS,Cooper Kupp,WR,,6.5421223640441895,0.6940333843231201,I,-0.837687124586432
Bene' Benwikere,CB,Robert Woods,WR,SCREEN,-0.3266453742980957,0.9265704154968262,C,0.6591199111354029
Josh Bynes,ILB,Robert Woods,WR,IN,-0.12371093034744263,0.0896090716123581,I,1.7502926240618
Cory Littleton,ILB,Christian Kirk,WR,HITCH,-10.910558700561523,0.7369142770767212,C,-2.1125896818058703
Cory Littleton,ILB,Ricky Seals-Jones,TE,OUT,-2.6469886302948,0.8810115456581116,C,0.37215213821272203
John Johnson,SS,Ricky Seals-Jones,TE,SLANT,60.80792099237442,0.2128688544034958,I,1.77942005649331
Josh Bynes,ILB,Brandin Cooks,WR,HITCH,-35.01577973365784,0.8165103197097778,C,-2.7037720009181703
Josh Bynes,ILB,Brandin Cooks,WR,POST,-37.93071508407593,0.8958392143249512,C,-1.44282743288772
Gerald Hodges,ILB,Cooper Kupp,WR,HITCH,-8.787614107131958,0.8220990896224976,C,0.118894959361401
Marcus Peters,CB,Larry Fitzgerald,WR,SLANT,57.65352547168732,0.21823957562446594,I,0.6928854166994689
Samson Ebukam,OLB,Christian Kirk,WR,SCREEN,0.8463621139526367,0.9406768679618835,C,0.419141412842745
Josh Bynes,ILB,Robert Woods,WR,CROSS,-0.5843937397003174,0.6978264451026917,C,-1.2257589417564398
Jamar Taylor,CB,Brandin Cooks,WR,SCREEN,0.4002869129180908,0.935289740562439,C,-1.11721265699677
Gerald Hodges,ILB,Todd Gurley,RB,CROSS,-10.25041937828064,0.9424689412117004,C,-0.44075745431735797
Samson Ebukam,OLB,Ricky Seals-Jones,TE,GO,-40.37577211856842,0.7339990735054016,I,0.546032185389957
Antoine Bethea,FS,Robert Woods,WR,OUT,-1.9994594156742096,0.10167372971773148,I,0.39248688001430293
Josh Bynes,ILB,Robert Woods,WR,POST,-40.43319523334503,0.8955974578857422,C,-1.51987718671091
Budda Baker,FS,Robert Woods,WR,CROSS,-3.5388946533203125,0.8671094179153442,C,-0.41588886507151596
Josh Bynes,ILB,Todd Gurley,RB,FLAT,-0.1865863800048828,0.9599824547767639,C,-0.142830782470591
Tre Boston,FS,Tyler Higbee,TE,HITCH,24.89660680294037,0.2497841715812683,I,0.8457554812665841
Nickell Robey-Coleman,CB,Larry Fitzgerald,WR,OUT,11.36019229888916,0.7575525641441345,C,0.148818222960835
Aqib Talib,CB,Chad Williams,WR,IN,44.11729276180267,0.2794184386730194,I,0.843200345029548
John Johnson,SS,Larry Fitzgerald,WR,HITCH,-16.64069890975952,0.6884157657623291,C,-2.22403298137595
Aqib Talib,CB,Larry Fitzgerald,WR,GO,-3.928329050540924,0.23415814340114594,I,1.43385238061758
Budda Baker,FS,Todd Gurley,RB,SCREEN,2.1716177463531494,0.7855883836746216,C,-0.86656379996962
Gerald Hodges,ILB,Cooper Kupp,WR,CROSS,-5.750119686126709,0.9322726726531982,C,-0.21953220764888298
Bene' Benwikere,CB,Todd Gurley,RB,IN,-21.772533655166626,0.8957144618034363,C,-0.22688485306514003
Jamar Taylor,CB,Brandin Cooks,WR,GO,-0.374433770775795,0.0491957888007164,C,-3.5473095602009797
Tre Boston,FS,Tyler Higbee,TE,CORNER,30.575524270534515,0.16943015158176422,I,0.448040247438315
Patrick Peterson,CB,Brandin Cooks,WR,HITCH,0.830492377281189,0.07098198682069778,IN,2.27230254155991
Marqui Christian,SS,Larry Fitzgerald,WR,OUT,11.155152320861816,0.5499932169914246,C,-2.28437178362777
Marqui Christian,SS,Ricky Seals-Jones,TE,CROSS,5.162608623504639,0.7104107141494751,C,0.273422035872467
John Johnson,SS,Ricky Seals-Jones,TE,FLAT,0.0018656253814697266,0.8736793398857117,C,1.9019918124359598
Jamar Taylor,CB,Brandin Cooks,WR,POST,15.489596128463745,0.4669523239135742,C,-0.895190949304828
Budda Baker,FS,Robert Woods,WR,GO,10.063725709915161,0.24600529670715332,C,-1.80196335359976
Budda Baker,FS,Cooper Kupp,WR,CROSS,6.774020195007324,0.7572780251502991,C,0.044647413667163995
Dominique Easley,OLB,Chase Edmonds,RB,FLAT,-1.0191917419433594,0.9424149394035339,C,0.562451457457148
Nickell Robey-Coleman,CB,Christian Kirk,WR,OUT,48.97381812334061,0.1478090137243271,I,0.8941757756539209
Aqib Talib,CB,Chad Williams,WR,HITCH,7.461820542812347,0.07819975912570953,I,1.49285226744349
Jamar Taylor,CB,Cooper Kupp,WR,SLANT,-3.707176446914673,0.7406646609306335,C,-3.0926114683406403
Deone Bucannon,ILB,Gerald Everett,TE,IN,-17.17458963394165,0.8824161291122437,C,-0.6735541560864361
Nickell Robey-Coleman,CB,J.J. Nelson,WR,OUT,40.801987051963806,0.3532644808292389,I,0.880153697646435
Marqui Christian,SS,Christian Kirk,WR,IN,-5.7114481925964355,0.7202999591827393,C,1.17683332398418
Antoine Bethea,FS,Jared Goff,QB,,34.88666191697121,0.11496465653181076,I,0.8322946905748699
Budda Baker,FS,Brandin Cooks,WR,POST,8.12438428401947,0.2915867865085602,C,-2.6374256813697596
Antoine Bethea,FS,Robert Woods,WR,GO,-28.55042815208435,0.6027531027793884,I,1.07580155832888
Patrick Peterson,CB,Gerald Everett,TE,IN,-3.3957894891500473,0.0719316378235817,I,3.55097179657336
Sam Shields,CB,Christian Kirk,WR,FLAT,0.7585406303405762,0.8639689683914185,C,0.345369420477762
Sam Shields,CB,Chad Williams,WR,IN,15.315783023834229,0.2608925402164459,IN,5.150947807854299
Josh Bynes,ILB,Cooper Kupp,WR,HITCH,-13.476735353469849,0.8208945989608765,C,-1.3574962525291399
Josh Bynes,ILB,Tyler Higbee,TE,FLAT,3.744184970855713,0.7938120365142822,C,-1.5173102298305499
Matt Longacre,OLB,David Johnson,RB,SCREEN,-1.4557838439941406,0.937945544719696,C,0.142211721748414
Marqui Christian,SS,David Johnson,RB,ANGLE,18.49873661994934,0.6585568785667419,I,0.26380105542879
Dominique Easley,OLB,Chase Edmonds,RB,SCREEN,-2.5458872318267822,0.8667823672294617,C,0.34495419668761895
Dominique Easley,OLB,Chase Edmonds,RB,FLAT,-3.5159945487976074,0.9096275568008423,C,0.670722482211942
Nickell Robey-Coleman,CB,Chase Edmonds,RB,SLANT,-20.916828513145447,0.6814056634902954,C,-1.2294768124096003
Matt Longacre,OLB,Ricky Seals-Jones,TE,FLAT,-3.6044836044311523,0.9176977276802063,C,0.0112660170321541
Bryce Hager,ILB,Chase Edmonds,RB,FLAT,-3.442293405532837,0.9152586460113525,C,1.45900052755891
Richard Sherman,CB,Kenny Golladay,WR,CROSS,-7.823395729064941,0.859417200088501,C,-0.6841824045839762
K'Waun Williams,CB,Golden Tate,WR,SCREEN,-0.6026566028594971,0.8928602933883667,C,0.580503280504162
Teez Tabor,CB,Dante Pettis,WR,OUT,-35.06406545639038,0.6022282838821411,C,-2.02821918586001
Quandre Diggs,CB,George Kittle,TE,,28.759080171585083,0.21971029043197632,I,-0.349901477517821
K'Waun Williams,CB,Kerryon Johnson,RB,ANGLE,16.783636808395386,0.6842759847640991,C,0.34920056315229103
K'Waun Williams,CB,Golden Tate,WR,IN,42.2305092215538,0.16245044767856598,I,0.9185134948309591
Elijah Lee,LB,Theo Riddick,RB,ANGLE,0.3353118896484375,0.7890272736549377,C,-2.07303504261281
Ahkello Witherspoon,CB,Marvin Jones,WR,SCREEN,4.108113050460815,0.9440900087356567,C,-1.04599375710225
Ahkello Witherspoon,CB,Kenny Golladay,WR,CORNER,-13.580703735351562,0.8931100964546204,C,-3.0827078789778
Tavon Wilson,SS,Matt Breida,RB,HITCH,30.344825983047485,0.6148780584335327,C,-0.8998634060623198
Quandre Diggs,CB,George Kittle,TE,SLANT,-0.8336484432220459,0.6675894260406494,I,0.5530679880115991
Teez Tabor,CB,Kyle Juszczyk,RB,HITCH,0.8023202419281006,0.8880227208137512,C,0.29682530643936894
Quandre Diggs,CB,Alfred Morris,RB,HITCH,0.2169191837310791,0.8978207111358643,C,-1.04748541724666
Quandre Diggs,CB,George Kittle,TE,SLANT,1.0286033153533936,0.9158774614334106,C,-1.42762687087107
Darius Slay,CB,George Kittle,TE,,28.01583707332611,0.3242638409137726,I,-1.1157170519373
Quandre Diggs,CB,George Kittle,TE,OUT,5.176979303359985,0.8651685118675232,C,0.0300372235879545
Christian Jones,ILB,Matt Breida,RB,CROSS,-2.8368234634399414,0.9643201231956482,C,-1.12705640976853
Christian Jones,ILB,Kendrick Bourne,WR,FLAT,-2.313673496246338,0.9730695486068726,C,-1.57606970214739
Elijah Lee,LB,Theo Riddick,RB,FLAT,-0.7249534130096436,0.8848048448562622,C,0.5788762132823679
Adrian Colbert,FS,Golden Tate,WR,CROSS,4.317748546600342,0.7658438682556152,I,1.5945037455113997
Christian Jones,ILB,Alfred Morris,RB,OUT,-23.610585927963257,0.8952877521514893,C,-1.32130329737467
Darius Slay,CB,Pierre Garcon,WR,CROSS,12.43792176246643,0.7488865256309509,C,0.533480217932956
Jaquiski Tartt,FS,Kerryon Johnson,RB,OUT,-6.341838836669922,0.9102945327758789,C,0.134009693760516
Jarrad Davis,MLB,Jimmy Garoppolo,QB,,11.295847594738007,0.17535366117954254,I,0.185603955074535
Ahkello Witherspoon,CB,Kenny Golladay,WR,SLANT,48.15601706504822,0.27020883560180664,C,-0.0572125032125841
